site,plot,date_observed,genus,species,id,observer,date_entered,data_entry,dist_from_collar,comments
East Woods,N115,10/17/2018,Quercus,rubra,1470,Zumwalde,10/23/2018,Zumwalde,19.1,
East Woods,N115,10/31/2018,Quercus,rubra,1470,Zumwalde,11/28/2018,Zumwalde,19.7,
East Woods,N115,3/27/2019,Quercus,rubra,1470,Zumwalde,3/27/2019,Zumwalde,18.95,
East Woods,N115,5/3/2019,Quercus,rubra,1470,Zumwalde,5/3/2019,Zumwalde,22.05,
East Woods,N115,5/23/2019,Quercus,rubra,1470,Zumwalde,5/23/2019,Zumwalde,24.8,
East Woods,B127,7/17/2017,Quercus,rubra,1485,Duckett,7/17/2017,Duckett,0,
East Woods,B127,7/31/2017,Quercus,rubra,1485,Duckett,7/31/2017,Duckett,0,
East Woods,B127,8/14/2017,Quercus,rubra,1485,Duckett,8/14/2017,Duckett,0,
East Woods,B127,8/30/2017,Quercus,rubra,1485,Duckett,8/30/2017,Duckett,0,
East Woods,B127,9/11/2017,Quercus,rubra,1485,Duckett,9/11/2017,Duckett,0,
East Woods,B127,5/3/2018,Quercus,rubra,1485,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/15/2018,Quercus,rubra,1485,Godlewski,6/22/2018,Godlewski,1.3,
East Woods,B127,5/31/2018,Quercus,rubra,1485,Godlewski,6/22/2018,Godlewski,2.1,
East Woods,B127,6/14/2018,Quercus,rubra,1485,Godlewski,6/22/2018,Godlewski,2.8,
East Woods,B127,6/27/2018,Quercus,rubra,1485,Koropp,6/29/2018,Koropp,5.1,
East Woods,B127,7/19/2018,Quercus,rubra,1485,Zumwalde,7/20/2018,Zumwalde,7.2,
East Woods,B127,7/27/2018,Quercus,rubra,1485,Koropp,7/27/2018,Zumwalde,6.5,
East Woods,B127,8/10/2018,Quercus,rubra,1485,Zumwalde,8/10/2018,Zumwalde,7.1,
East Woods,B127,8/31/2018,Quercus,rubra,1485,Zumwalde,8/31/2018,Zumwalde,7.8,
East Woods,B127,9/26/2018,Quercus,rubra,1485,Ye,9/28/2018,Zumwalde,7.8,
East Woods,B127,10/17/2018,Quercus,rubra,1485,Zumwalde,10/23/2018,Zumwalde,8.2,
East Woods,B127,10/31/2018,Quercus,rubra,1485,Zumwalde,11/28/2018,Zumwalde,7.8,
East Woods,B127,3/27/2019,Quercus,rubra,1485,Zumwalde,3/27/2019,Zumwalde,7,
East Woods,B127,5/3/2019,Quercus,rubra,1485,Zumwalde,5/3/2019,Zumwalde,8.65,
East Woods,B127,5/23/2019,Quercus,rubra,1485,Zumwalde,5/23/2019,Zumwalde,9.9,
East Woods,B127,7/17/2017,Quercus,rubra,1488,Duckett,7/17/2017,Duckett,0.4,
East Woods,B127,7/31/2017,Quercus,rubra,1488,Duckett,7/31/2017,Duckett,0.6,
East Woods,B127,8/14/2017,Quercus,rubra,1488,Duckett,8/14/2017,Duckett,0.4,
East Woods,B127,8/30/2017,Quercus,rubra,1488,Duckett,8/30/2017,Duckett,0.4,
East Woods,B127,9/11/2017,Quercus,rubra,1488,Duckett,9/11/2017,Duckett,0.5,
East Woods,B127,5/3/2018,Quercus,rubra,1488,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/15/2018,Quercus,rubra,1488,Godlewski,6/22/2018,Godlewski,0.8,
East Woods,B127,5/31/2018,Quercus,rubra,1488,Godlewski,6/22/2018,Godlewski,1,
East Woods,B127,6/14/2018,Quercus,rubra,1488,Godlewski,6/22/2018,Godlewski,1.6,
East Woods,B127,6/27/2018,Quercus,rubra,1488,Koropp,6/29/2018,Koropp,2.9,
East Woods,B127,7/19/2018,Quercus,rubra,1488,Zumwalde,7/20/2018,Zumwalde,2.6,
East Woods,B127,7/27/2018,Quercus,rubra,1488,Koropp,7/27/2018,Zumwalde,2,
East Woods,B127,8/10/2018,Quercus,rubra,1488,Zumwalde,8/10/2018,Zumwalde,4.5,
East Woods,B127,8/31/2018,Quercus,rubra,1488,Zumwalde,8/31/2018,Zumwalde,5.7,
East Woods,B127,9/26/2018,Quercus,rubra,1488,Ye,9/28/2018,Zumwalde,5.4,
East Woods,B127,10/17/2018,Quercus,rubra,1488,Zumwalde,10/23/2018,Zumwalde,7.6,
East Woods,B127,10/31/2018,Quercus,rubra,1488,Zumwalde,11/28/2018,Zumwalde,8.2,
East Woods,B127,3/27/2019,Quercus,rubra,1488,Zumwalde,3/27/2019,Zumwalde,7.2,
East Woods,B127,5/3/2019,Quercus,rubra,1488,Zumwalde,5/3/2019,Zumwalde,10.7,
East Woods,B127,5/23/2019,Quercus,rubra,1488,Zumwalde,5/23/2019,Zumwalde,12.2,
East Woods,HH115,7/17/2017,Acer,saccharum,1406,Duckett,7/17/2017,Duckett,0.25,
East Woods,HH115,7/31/2017,Acer,saccharum,1406,Duckett,7/31/2017,Duckett,1.3,
East Woods,HH115,8/14/2017,Acer,saccharum,1406,Duckett,8/14/2017,Duckett,2.5,
East Woods,HH115,8/30/2017,Acer,saccharum,1406,Duckett,8/30/2017,Duckett,3.6,
East Woods,HH115,9/11/2017,Acer,saccharum,1406,Duckett,9/11/2017,Duckett,3.85,
East Woods,HH115,5/8/2018,Acer,saccharum,1406,Godlewski,6/22/2018,Godlewski,4.5,
East Woods,HH115,5/23/2018,Acer,saccharum,1406,Godlewski,6/22/2018,Godlewski,7.2,
East Woods,HH115,6/7/2018,Acer,saccharum,1406,Godlewski,6/22/2018,Godlewski,9.4,
East Woods,HH115,6/22/2018,Acer,saccharum,1406,Godlewski,7/19/2018,Zumwalde,10.2,
East Woods,HH115,7/2/2018,Acer,saccharum,1406,Koropp/ Butkiewicz,7/2/2018,Koropp,9.9,
East Woods,HH115,7/19/2018,Acer,saccharum,1406,Zumwalde,7/20/2018,Zumwalde,9.4,
East Woods,HH115,7/27/2018,Acer,saccharum,1406,Butkiewicz,7/27/2018,Zumwalde,9.7,
East Woods,HH115,8/10/2018,Acer,saccharum,1406,Zumwalde,8/10/2018,Zumwalde,9.3,
East Woods,HH115,8/31/2018,Acer,saccharum,1406,Zumwalde,8/31/2018,Zumwalde,9.7,
East Woods,HH115,9/26/2018,Acer,saccharum,1406,Ye,9/28/2018,Zumwalde,0,
East Woods,HH115,10/17/2018,Acer,saccharum,1406,Zumwalde,10/23/2018,Zumwalde,999,
East Woods,HH115,10/31/2018,Acer,saccharum,1406,Zumwalde,11/28/2018,Zumwalde,999,
East Woods,HH115,7/17/2017,Acer,saccharum,1430,Duckett,7/17/2017,Duckett,0,
East Woods,HH115,7/31/2017,Acer,saccharum,1430,Duckett,7/31/2017,Duckett,0.5,
East Woods,HH115,8/14/2017,Acer,saccharum,1430,Duckett,8/14/2017,Duckett,0.6,
East Woods,HH115,8/30/2017,Acer,saccharum,1430,Duckett,8/30/2017,Duckett,1,
East Woods,HH115,9/11/2017,Acer,saccharum,1430,Duckett,9/11/2017,Duckett,0.85,
East Woods,HH115,5/8/2018,Acer,saccharum,1430,Godlewski,6/22/2018,Godlewski,0.7,
East Woods,HH115,5/23/2018,Acer,saccharum,1430,Godlewski,6/22/2018,Godlewski,1.6,
East Woods,HH115,6/7/2018,Acer,saccharum,1430,Godlewski,6/22/2018,Godlewski,4.1,
East Woods,HH115,6/22/2018,Acer,saccharum,1430,Godlewski,7/19/2018,Zumwalde,7.8,
East Woods,HH115,7/2/2018,Acer,saccharum,1430,Koropp/ Butkiewicz,7/2/2018,Koropp,9.4,
East Woods,HH115,7/19/2018,Acer,saccharum,1430,Zumwalde,7/20/2018,Zumwalde,13.1,
East Woods,HH115,7/27/2018,Acer,saccharum,1430,Butkiewicz,7/27/2018,Zumwalde,14,
East Woods,HH115,8/10/2018,Acer,saccharum,1430,Zumwalde,8/10/2018,Zumwalde,16.1,
East Woods,HH115,8/31/2018,Acer,saccharum,1430,Zumwalde,8/31/2018,Zumwalde,17.6,
East Woods,HH115,9/26/2018,Acer,saccharum,1430,Ye,9/28/2018,Zumwalde,16.8,
East Woods,HH115,10/17/2018,Acer,saccharum,1430,Zumwalde,10/23/2018,Zumwalde,21.9,
East Woods,HH115,10/31/2018,Acer,saccharum,1430,Zumwalde,11/28/2018,Zumwalde,21.5,
East Woods,HH115,3/27/2019,Acer,saccharum,1430,Zumwalde,3/27/2019,Zumwalde,21.5,
East Woods,HH115,5/3/2019,Acer,saccharum,1430,Zumwalde,5/3/2019,Zumwalde,22.5,
East Woods,HH115,5/23/2019,Acer,saccharum,1430,Zumwalde,5/23/2019,Zumwalde,22.75,
East Woods,N115,7/17/2017,Acer,saccharum,1443,Duckett,7/17/2017,Duckett,0,
East Woods,N115,7/24/2017,Acer,saccharum,1443,Duckett,7/31/2017,Duckett,0,
East Woods,N115,8/10/2017,Acer,saccharum,1443,Duckett,8/10/2017,Duckett,0,
East Woods,N115,8/25/2017,Acer,saccharum,1443,Duckett,8/25/2017,Duckett,0,
East Woods,N115,9/6/2017,Acer,saccharum,1443,Duckett,9/8/2017,Duckett,0,
East Woods,N115,9/19/2017,Acer,saccharum,1443,Duckett,9/19/2017,Duckett,0,
East Woods,N115,5/3/2018,Acer,saccharum,1443,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,5/15/2018,Acer,saccharum,1443,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,5/31/2018,Acer,saccharum,1443,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,6/14/2018,Acer,saccharum,1443,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,7/2/2018,Acer,saccharum,1443,Koropp/ Butkiewicz,7/2/2018,Koropp,0,
East Woods,N115,7/19/2018,Acer,saccharum,1443,Zumwalde,7/20/2018,Zumwalde,3.7,
East Woods,N115,7/27/2018,Acer,saccharum,1443,Butkiewicz,7/27/2018,Zumwalde,2.3,
East Woods,N115,8/10/2018,Acer,saccharum,1443,Zumwalde,8/10/2018,Zumwalde,3,
East Woods,N115,8/31/2018,Acer,saccharum,1443,Zumwalde,8/31/2018,Zumwalde,2.9,
East Woods,N115,9/26/2018,Acer,saccharum,1443,Oros,9/28/2018,Zumwalde,2,
East Woods,N115,10/17/2018,Acer,saccharum,1443,Zumwalde,10/23/2018,Zumwalde,3.3,
East Woods,N115,10/31/2018,Acer,saccharum,1443,Zumwalde,11/28/2018,Zumwalde,2.3,
East Woods,N115,3/27/2019,Acer,saccharum,1443,Zumwalde,3/27/2019,Zumwalde,1.65,
East Woods,N115,5/3/2019,Acer,saccharum,1443,Zumwalde,5/3/2019,Zumwalde,2.1,
East Woods,N115,5/23/2019,Acer,saccharum,1443,Zumwalde,5/23/2019,Zumwalde,1.8,
East Woods,N115,7/17/2017,Acer,saccharum,1447,Duckett,7/17/2017,Duckett,0,
East Woods,N115,7/24/2017,Acer,saccharum,1447,Duckett,7/31/2017,Duckett,0,
East Woods,N115,8/10/2017,Acer,saccharum,1447,Duckett,8/10/2017,Duckett,0,
East Woods,N115,8/25/2017,Acer,saccharum,1447,Duckett,8/25/2017,Duckett,0,
East Woods,N115,9/6/2017,Acer,saccharum,1447,Duckett,9/8/2017,Duckett,0,
East Woods,N115,9/19/2017,Acer,saccharum,1447,Duckett,9/19/2017,Duckett,0,
East Woods,N115,5/3/2018,Acer,saccharum,1447,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,5/15/2018,Acer,saccharum,1447,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,5/31/2018,Acer,saccharum,1447,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,6/14/2018,Acer,saccharum,1447,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,7/2/2018,Acer,saccharum,1447,Koropp/ Butkiewicz,7/2/2018,Koropp,0,
East Woods,N115,7/19/2018,Acer,saccharum,1447,Zumwalde,7/20/2018,Zumwalde,0,
East Woods,N115,7/27/2018,Acer,saccharum,1447,Butkiewicz,7/27/2018,Zumwalde,0,
East Woods,N115,8/10/2018,Acer,saccharum,1447,Zumwalde,8/10/2018,Zumwalde,0,
East Woods,N115,8/31/2018,Acer,saccharum,1447,Zumwalde,8/31/2018,Zumwalde,0,
East Woods,N115,9/26/2018,Acer,saccharum,1447,Oros,9/28/2018,Zumwalde,0,
East Woods,N115,10/17/2018,Acer,saccharum,1447,Zumwalde,10/23/2018,Zumwalde,1.3,
East Woods,N115,10/31/2018,Acer,saccharum,1447,Zumwalde,11/28/2018,Zumwalde,2,
East Woods,N115,3/27/2019,Acer,saccharum,1447,Zumwalde,3/27/2019,Zumwalde,1.55,
East Woods,N115,5/3/2019,Acer,saccharum,1447,Zumwalde,5/3/2019,Zumwalde,2.25,
East Woods,N115,5/23/2019,Acer,saccharum,1447,Zumwalde,5/23/2019,Zumwalde,2,
East Woods,N115,7/17/2017,Acer,saccharum,1451,Duckett,7/17/2017,Duckett,0,
East Woods,N115,7/24/2017,Acer,saccharum,1451,Duckett,7/31/2017,Duckett,0,
East Woods,N115,8/10/2017,Acer,saccharum,1451,Duckett,8/10/2017,Duckett,0,
East Woods,N115,8/25/2017,Acer,saccharum,1451,Duckett,8/25/2017,Duckett,0,
East Woods,N115,9/6/2017,Acer,saccharum,1451,Duckett,9/8/2017,Duckett,0,
East Woods,N115,9/19/2017,Acer,saccharum,1451,Duckett,9/19/2017,Duckett,0,
East Woods,N115,5/3/2018,Acer,saccharum,1451,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,5/15/2018,Acer,saccharum,1451,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,5/31/2018,Acer,saccharum,1451,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,6/14/2018,Acer,saccharum,1451,Godlewski,6/22/2018,Godlewski,1.6,
East Woods,N115,7/2/2018,Acer,saccharum,1451,Koropp/ Butkiewicz,7/2/2018,Koropp,3.3,
East Woods,N115,7/19/2018,Acer,saccharum,1451,Zumwalde,7/20/2018,Zumwalde,4.9,
East Woods,N115,7/27/2018,Acer,saccharum,1451,Butkiewicz,7/27/2018,Zumwalde,4.7,
East Woods,N115,8/10/2018,Acer,saccharum,1451,Zumwalde,8/10/2018,Zumwalde,5.4,
East Woods,N115,8/31/2018,Acer,saccharum,1451,Zumwalde,8/31/2018,Zumwalde,6,
East Woods,N115,9/26/2018,Acer,saccharum,1451,Oros,9/28/2018,Zumwalde,5.6,
East Woods,N115,10/17/2018,Acer,saccharum,1451,Zumwalde,10/23/2018,Zumwalde,6.9,
East Woods,N115,10/31/2018,Acer,saccharum,1451,Zumwalde,11/28/2018,Zumwalde,6.3,
East Woods,N115,3/27/2019,Acer,saccharum,1451,Zumwalde,3/27/2019,Zumwalde,6.45,
East Woods,N115,5/3/2019,Acer,saccharum,1451,Zumwalde,5/3/2019,Zumwalde,7.05,
East Woods,N115,5/23/2019,Acer,saccharum,1451,Zumwalde,5/23/2019,Zumwalde,7.85,
East Woods,N115,7/17/2017,Acer,saccharum,1474,Duckett,7/17/2017,Duckett,0,
East Woods,N115,7/24/2017,Acer,saccharum,1474,Duckett,7/31/2017,Duckett,0,
East Woods,N115,8/10/2017,Acer,saccharum,1474,Duckett,8/10/2017,Duckett,0,
East Woods,N115,8/25/2017,Acer,saccharum,1474,Duckett,8/25/2017,Duckett,0,
East Woods,N115,9/6/2017,Acer,saccharum,1474,Duckett,9/8/2017,Duckett,0,
East Woods,N115,9/19/2017,Acer,saccharum,1474,Duckett,9/19/2017,Duckett,0,
East Woods,N115,5/3/2018,Acer,saccharum,1474,Godlewski,6/22/2018,Godlewski,0,
East Woods,N115,5/15/2018,Acer,saccharum,1474,Godlewski,6/22/2018,Godlewski,0.7,
East Woods,N115,5/31/2018,Acer,saccharum,1474,Godlewski,6/22/2018,Godlewski,3.2,
East Woods,N115,6/14/2018,Acer,saccharum,1474,Godlewski,6/22/2018,Godlewski,5.8,
East Woods,N115,7/2/2018,Acer,saccharum,1474,Koropp/ Butkiewicz,7/2/2018,Koropp,9.6,
East Woods,N115,7/19/2018,Acer,saccharum,1474,Zumwalde,7/20/2018,Zumwalde,13.3,
East Woods,N115,7/27/2018,Acer,saccharum,1474,Butkiewicz,7/27/2018,Zumwalde,13.4,
East Woods,N115,8/10/2018,Acer,saccharum,1474,Zumwalde,8/10/2018,Zumwalde,14.8,
East Woods,N115,8/31/2018,Acer,saccharum,1474,Zumwalde,8/31/2018,Zumwalde,15.2,
East Woods,N115,9/26/2018,Acer,saccharum,1474,Oros,9/28/2018,Zumwalde,14.9,
East Woods,N115,10/17/2018,Acer,saccharum,1474,Zumwalde,10/23/2018,Zumwalde,19.5,
East Woods,N115,10/31/2018,Acer,saccharum,1474,Zumwalde,11/28/2018,Zumwalde,19.4,
East Woods,N115,3/27/2019,Acer,saccharum,1474,Zumwalde,3/27/2019,Zumwalde,19.3,
East Woods,N115,5/3/2019,Acer,saccharum,1474,Zumwalde,5/3/2019,Zumwalde,19.3,
East Woods,N115,5/23/2019,Acer,saccharum,1474,Zumwalde,5/23/2019,Zumwalde,20.6,
East Woods,B127,7/17/2017,Acer,saccharum,1479,Duckett,7/17/2017,Duckett,0,
East Woods,B127,7/31/2017,Acer,saccharum,1479,Duckett,7/31/2017,Duckett,0.4,
East Woods,B127,8/14/2017,Acer,saccharum,1479,Duckett,8/14/2017,Duckett,0.3,
East Woods,B127,8/30/2017,Acer,saccharum,1479,Duckett,8/30/2017,Duckett,0.3,
East Woods,B127,9/11/2017,Acer,saccharum,1479,Duckett,9/11/2017,Duckett,0.3,
East Woods,B127,5/3/2018,Acer,saccharum,1479,Godlewski,6/22/2018,Godlewski,0.5,
East Woods,B127,5/15/2018,Acer,saccharum,1479,Godlewski,6/22/2018,Godlewski,1,
East Woods,B127,5/31/2018,Acer,saccharum,1479,Godlewski,6/22/2018,Godlewski,2.5,
East Woods,B127,6/14/2018,Acer,saccharum,1479,Godlewski,6/22/2018,Godlewski,4.2,
East Woods,B127,6/27/2018,Acer,saccharum,1479,Koropp,6/29/2018,Koropp,6.4,
East Woods,B127,7/19/2018,Acer,saccharum,1479,Zumwalde,7/20/2018,Zumwalde,7.9,
East Woods,B127,7/27/2018,Acer,saccharum,1479,Koropp,7/27/2018,Zumwalde,7.6,
East Woods,B127,8/10/2018,Acer,saccharum,1479,Zumwalde,8/10/2018,Zumwalde,8.9,
East Woods,B127,8/31/2018,Acer,saccharum,1479,Zumwalde,8/31/2018,Zumwalde,9.2,
East Woods,B127,9/26/2018,Acer,saccharum,1479,Ye,9/28/2018,Zumwalde,8.7,
East Woods,B127,10/17/2018,Acer,saccharum,1479,Oros,10/23/2018,Zumwalde,8.9,
East Woods,B127,10/31/2018,Acer,saccharum,1479,Zumwalde,11/28/2018,Zumwalde,10.1,
East Woods,B127,3/27/2019,Acer,saccharum,1479,Zumwalde,3/27/2019,Zumwalde,10.35,
East Woods,B127,5/3/2019,Acer,saccharum,1479,Zumwalde,5/3/2019,Zumwalde,10.05,
East Woods,B127,5/23/2019,Acer,saccharum,1479,Zumwalde,5/23/2019,Zumwalde,11.15,
East Woods,B127,7/17/2017,Acer,saccharum,1489,Duckett,7/17/2017,Duckett,0.4,
East Woods,B127,7/31/2017,Acer,saccharum,1489,Duckett,7/31/2017,Duckett,0.4,
East Woods,B127,8/14/2017,Acer,saccharum,1489,Duckett,8/14/2017,Duckett,0.65,
East Woods,B127,8/30/2017,Acer,saccharum,1489,Duckett,8/30/2017,Duckett,0.6,
East Woods,B127,9/11/2017,Acer,saccharum,1489,Duckett,9/11/2017,Duckett,0.65,
East Woods,B127,5/3/2018,Acer,saccharum,1489,Godlewski,6/22/2018,Godlewski,1.2,
East Woods,B127,5/15/2018,Acer,saccharum,1489,Godlewski,6/22/2018,Godlewski,0.6,
East Woods,B127,5/31/2018,Acer,saccharum,1489,Godlewski,6/22/2018,Godlewski,1,
East Woods,B127,6/14/2018,Acer,saccharum,1489,Godlewski,6/22/2018,Godlewski,1.2,
East Woods,B127,6/27/2018,Acer,saccharum,1489,Koropp,6/29/2018,Koropp,0,
East Woods,B127,7/19/2018,Acer,saccharum,1489,Zumwalde,7/20/2018,Zumwalde,1,
East Woods,B127,7/27/2018,Acer,saccharum,1489,Koropp,7/27/2018,Zumwalde,1,
East Woods,B127,8/10/2018,Acer,saccharum,1489,Zumwalde,8/10/2018,Zumwalde,2.5,
East Woods,B127,8/31/2018,Acer,saccharum,1489,Zumwalde,8/31/2018,Zumwalde,2.2,
East Woods,B127,9/26/2018,Acer,saccharum,1489,Ye,9/28/2018,Zumwalde,1.8,
East Woods,B127,10/17/2018,Acer,saccharum,1489,Zumwalde,10/23/2018,Zumwalde,2.2,
East Woods,B127,10/31/2018,Acer,saccharum,1489,Zumwalde,11/28/2018,Zumwalde,2.5,
East Woods,B127,3/27/2019,Acer,saccharum,1489,Zumwalde,3/27/2019,Zumwalde,2.4,
East Woods,B127,5/3/2019,Acer,saccharum,1489,Zumwalde,5/3/2019,Zumwalde,1.95,
East Woods,B127,5/23/2019,Acer,saccharum,1489,Zumwalde,5/23/2019,Zumwalde,2.55,
East Woods,B127,7/17/2017,Acer,saccharum,1492,Duckett,7/17/2017,Duckett,0,
East Woods,B127,7/31/2017,Acer,saccharum,1492,Duckett,7/31/2017,Duckett,0,
East Woods,B127,8/14/2017,Acer,saccharum,1492,Duckett,8/14/2017,Duckett,0,
East Woods,B127,8/30/2017,Acer,saccharum,1492,Duckett,8/30/2017,Duckett,0,
East Woods,B127,9/11/2017,Acer,saccharum,1492,Duckett,9/11/2017,Duckett,0,
East Woods,B127,5/3/2018,Acer,saccharum,1492,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/15/2018,Acer,saccharum,1492,Godlewski,6/22/2018,Godlewski,0,
East Woods,B127,5/31/2018,Acer,saccharum,1492,Godlewski,6/22/2018,Godlewski,2,
East Woods,B127,6/14/2018,Acer,saccharum,1492,Godlewski,6/22/2018,Godlewski,3.2,
East Woods,B127,6/27/2018,Acer,saccharum,1492,Koropp,6/29/2018,Koropp,5.2,
East Woods,B127,7/19/2018,Acer,saccharum,1492,Zumwalde,7/20/2018,Zumwalde,7.7,
East Woods,B127,7/27/2018,Acer,saccharum,1492,Koropp,7/27/2018,Zumwalde,8.7,
East Woods,B127,8/10/2018,Acer,saccharum,1492,Zumwalde,8/10/2018,Zumwalde,9.3,
East Woods,B127,8/31/2018,Acer,saccharum,1492,Zumwalde,8/31/2018,Zumwalde,9,
East Woods,B127,9/26/2018,Acer,saccharum,1492,Ye,9/28/2018,Zumwalde,8.6,
East Woods,B127,10/17/2018,Acer,saccharum,1492,Zumwalde,10/23/2018,Zumwalde,9.1,
East Woods,B127,10/31/2018,Acer,saccharum,1492,Zumwalde,11/28/2018,Zumwalde,9.9,
East Woods,B127,3/27/2019,Acer,saccharum,1492,Zumwalde,3/27/2019,Zumwalde,9.7,
East Woods,B127,5/3/2019,Acer,saccharum,1492,Zumwalde,5/3/2019,Zumwalde,9.75,
East Woods,B127,5/23/2019,Acer,saccharum,1492,Zumwalde,5/23/2019,Zumwalde,10.75,
East Woods,U134,7/17/2017,Acer,saccharum,1495,Duckett,7/17/2017,Duckett,999,Mark was under collar. Made new mark
East Woods,U134,7/26/2017,Acer,saccharum,1495,Duckett,7/31/2017,Duckett,0,
East Woods,U134,8/10/2017,Acer,saccharum,1495,Duckett,8/10/2017,Duckett,0,
East Woods,U134,8/25/2017,Acer,saccharum,1495,Duckett,8/25/2017,Duckett,0,
East Woods,U134,9/6/2017,Acer,saccharum,1495,Duckett,9/8/2017,Duckett,0,
East Woods,U134,9/19/2017,Acer,saccharum,1495,Duckett,9/19/2017,Duckett,0,
East Woods,U134,5/8/2018,Acer,saccharum,1495,Godlewski,6/22/2018,Godlewski,0,
East Woods,U134,5/23/2018,Acer,saccharum,1495,Godlewski,6/22/2018,Godlewski,0,
East Woods,U134,6/7/2018,Acer,saccharum,1495,Godlewski,6/22/2018,Godlewski,1.8,
East Woods,U134,6/22/2018,Acer,saccharum,1495,Godlewski,7/19/2018,Zumwalde,2.1,
East Woods,U134,6/27/2018,Acer,saccharum,1495,Koropp,6/29/2018,Koropp,1,
East Woods,U134,7/19/2018,Acer,saccharum,1495,Zumwalde,7/20/2018,Zumwalde,0.8,
East Woods,U134,7/27/2018,Acer,saccharum,1495,Koropp,7/27/2018,Zumwalde,2.3,
East Woods,U134,8/10/2018,Acer,saccharum,1495,Zumwalde,8/10/2018,Zumwalde,1.5,
East Woods,U134,8/31/2018,Acer,saccharum,1495,Zumwalde,8/31/2018,Zumwalde,2,
East Woods,U134,9/26/2018,Acer,saccharum,1495,Ye,9/28/2018,Zumwalde,1.8,
East Woods,U134,10/17/2018,Acer,saccharum,1495,Zumwalde,10/23/2018,Zumwalde,2.8,
East Woods,U134,10/31/2018,Acer,saccharum,1495,Zumwalde,11/28/2018,Zumwalde,2.1,
East Woods,U134,3/27/2019,Acer,saccharum,1495,Zumwalde,3/27/2019,Zumwalde,2,
East Woods,U134,5/3/2019,Acer,saccharum,1495,Zumwalde,5/3/2019,Zumwalde,3.15,
East Woods,U134,5/23/2019,Acer,saccharum,1495,Zumwalde,5/23/2019,Zumwalde,2.85,
East Woods,U134,7/17/2017,Acer,saccharum,1496,Duckett,7/17/2017,Duckett,0,
East Woods,U134,7/26/2017,Acer,saccharum,1496,Duckett,7/31/2017,Duckett,0,
East Woods,U134,8/10/2017,Acer,saccharum,1496,Duckett,8/10/2017,Duckett,0.4,
East Woods,U134,8/25/2017,Acer,saccharum,1496,Duckett,8/25/2017,Duckett,0.8,
East Woods,U134,9/6/2017,Acer,saccharum,1496,Duckett,9/8/2017,Duckett,0.7,
East Woods,U134,9/19/2017,Acer,saccharum,1496,Duckett,9/19/2017,Duckett,0.8,
East Woods,U134,5/8/2018,Acer,saccharum,1496,Godlewski,6/22/2018,Godlewski,1.1,
East Woods,U134,5/23/2018,Acer,saccharum,1496,Godlewski,6/22/2018,Godlewski,1.9,
East Woods,U134,6/7/2018,Acer,saccharum,1496,Godlewski,6/22/2018,Godlewski,3.4,
East Woods,U134,6/22/2018,Acer,saccharum,1496,Godlewski,7/19/2018,Zumwalde,5.6,
East Woods,U134,6/27/2018,Acer,saccharum,1496,Koropp,6/29/2018,Koropp,5.7,
East Woods,U134,7/19/2018,Acer,saccharum,1496,Zumwalde,7/20/2018,Zumwalde,8.5,
East Woods,U134,7/27/2018,Acer,saccharum,1496,Koropp,7/27/2018,Zumwalde,7.4,
East Woods,U134,8/10/2018,Acer,saccharum,1496,Zumwalde,8/10/2018,Zumwalde,9.2,
East Woods,U134,8/31/2018,Acer,saccharum,1496,Zumwalde,8/31/2018,Zumwalde,9.6,
East Woods,U134,9/26/2018,Acer,saccharum,1496,Ye,9/28/2018,Zumwalde,9.8,
East Woods,U134,10/17/2018,Acer,saccharum,1496,Zumwalde,10/23/2018,Zumwalde,10.5,
East Woods,U134,10/31/2018,Acer,saccharum,1496,Zumwalde,11/28/2018,Zumwalde,10.6,
East Woods,U134,3/27/2019,Acer,saccharum,1496,Zumwalde,3/27/2019,Zumwalde,10.1,
East Woods,U134,5/3/2019,Acer,saccharum,1496,Zumwalde,5/3/2019,Zumwalde,10.5,
East Woods,U134,5/23/2019,Acer,saccharum,1496,Zumwalde,5/23/2019,Zumwalde,11.25,
East Woods,U134,7/17/2017,Acer,saccharum,1499,Duckett,7/17/2017,Duckett,0,
East Woods,U134,7/26/2017,Acer,saccharum,1499,Duckett,7/31/2017,Duckett,0,
East Woods,U134,8/10/2017,Acer,saccharum,1499,Duckett,8/10/2017,Duckett,0,
East Woods,U134,8/25/2017,Acer,saccharum,1499,Duckett,8/25/2017,Duckett,0,
East Woods,U134,9/6/2017,Acer,saccharum,1499,Duckett,9/8/2017,Duckett,0,
East Woods,U134,9/19/2017,Acer,saccharum,1499,Duckett,9/19/2017,Duckett,0,
